name,price_bdt,brand,processor,generation,ram_gb,storage,gpu,gpu_memory,display_inch,url,shop
MSI Modern 15 F1MG Series 1,102900,MSI,Core 7,Core Series 1,8,1TB SSD,Intel Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Modern A15 AI F2HMG,79000,MSI,Ryzen 5,Ryzen,16,512GB SSD,AMD Radeon 740M Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Modern A15 AI F2HMG,89000,MSI,Ryzen 7,Ryzen,16,512GB SSD,AMD Radeon 780M Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Prestige 13 AI+ Ukiyoe Edition A2VMG,325000,MSI,Core Ultra 9,Ultra,32,2TB SSD,Intel Arc 140V Graphics,Shared,13.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Thin 15 B13VE,105900,MSI,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 4050 Graphics,6GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Vector 16 HX AI A2XWIG Series 2,449900,MSI,Core Ultra 9,Ultra,16,1TB SSD,Nvidia RTX 5080 Graphics,16GB,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI VenturePro 15 A2RWEG Series 2,148900,MSI,Core 5,Core Series 2,16,512GB SSD,Nvidia RTX 5050 Graphics,8GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Smart Flairedge,64500,,Core i5,13th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Smart Flairedge,59000,,Core i5,12th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Smart Flairedge,67500,,Core i7,12th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Smart Flairedge,68500,,Core i7,12th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Smart Flairedge,54500,,Core i5,12th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
TECNO Megabook K15S,57500,,Ryzen 5,Ryzen,16,512GB SSD,AMD Radeon Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
TECNO Megabook K16S,61900,,Ryzen 5,Ryzen,16,512GB SSD,AMD Radeon Graphics,Shared,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
TECNO Megabook T14 Air,71900,,Core i5,13th (Intel),16,512GB SSD,Intel Iris Xe Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
