name,price_bdt,brand,processor,generation,ram_gb,storage,gpu,gpu_memory,display_inch,url,shop
HP Elitebook 840 G11 Series 1,145000,HP,Core Ultra 5,Ultra,16,512GB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP Elitebook 840 G11 Series 1,175000,HP,Core Ultra 7,Ultra,16,512GB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP OMEN Gaming 16-am0333TX,336000,HP,Core i9,14th (Intel),32,1TB SSD,Nvidia RTX 5070 Graphics,8GB,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP OmniBook 5 Flip x360 2-in-1 14-fp0134TU,154000,HP,Core 7,Core Series 1,24,1TB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP OmniBook 5 Flip x360 2-in-1 14-fp0136TU,107900,HP,Core i5,13th (Intel),16,1TB SSD,Intel Iris Xe Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP OmniBook Ultra Flip x360 14-fh0104TU AI,229000,HP,Core Ultra 7,Ultra,16,1TB SSD,Intel Arc 140V Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP ProBook 440 G11 Series 1,96500,HP,Core Ultra 5,Ultra,8,512GB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP ProBook 440 G11 Series 1,135000,HP,Core Ultra 7,Ultra,8,512GB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP ProBook 460 G11 Series 1,129500,HP,Core Ultra 7,Ultra,8,512GB SSD,Intel Arc Graphics,Shared,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP ProBook 460 G11 Series 1,116000,HP,Core Ultra 5,Ultra,8,512GB SSD,Intel Arc Graphics,Shared,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP Victus Gaming 15-fa1393TX,110900,HP,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP Victus Gaming 15-fa2276TX,128000,HP,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP Victus Gaming 15-fb1054AX,95500,HP,Ryzen 5,Ryzen,8,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP Victus Gaming 15-fb3166AX,106500,HP,Ryzen 5,Ryzen,8,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP Victus Gaming 15-fb3167AX,106500,HP,Ryzen 5,Ryzen,8,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
HP Victus Gaming 15-fb3180AX,132500,HP,Ryzen 7,Ryzen,8,1TB SSD,Nvidia RTX 3050 Graphics,4GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad 1 14IJL7,38800,Lenovo,Intel Celeron,Celeron Series,8,512GB SSD,Intel UHD Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad 1 15AMN7,41500,Lenovo,AMD Athlon,Athlon Series,8,256GB SSD,AMD Radeon 610M Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad 5 2 in 1 14AKP10,115000,Lenovo,Ryzen AI 5,Ryzen,16,512GB SSD,AMD Radeon 840M Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad 5 2 in 1 14AKP10,155000,Lenovo,Ryzen AI 7,Ryzen,24,512GB SSD,AMD Radeon 860M Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2,137000,Lenovo,Core Ultra 5,Ultra,16,512GB SSD,Intel Arc Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2,157000,Lenovo,Core Ultra 7,Ultra,16,1TB SSD,Intel Arc 140T Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2,151500,Lenovo,Core Ultra 7,Ultra,16,512GB SSD,Intel Arc 140T Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad 5 2 in 1 14Q8X9,137500,Lenovo,Snapdragon X Plus,Snapdragon X Series,16,1TB SSD,Qualcomm Adreno Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 1 14IGL7,38300,Lenovo,Intel Celeron,Celeron Series,8,512GB SSD,Intel UHD Graphics 600,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 1 15IGL7,36300,Lenovo,Intel Celeron,Celeron Series,8,256GB SSD,Intel UHD Graphics 600,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14AHP10,93000,Lenovo,Ryzen 5,Ryzen,24,512GB SSD,AMD Radeon 760M Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14ARP10,72000,Lenovo,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14ARP10,71000,Lenovo,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14ARP10,71000,Lenovo,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14ARP10,72000,Lenovo,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14IRH10,85500,Lenovo,Core i5,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14IRH10,91000,Lenovo,Core i5,13th (Intel),16,1TB SSD,Intel UHD Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14IRH10,95500,Lenovo,Core i7,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14IRH10,83500,Lenovo,Core i5,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14IRH10R,84500,Lenovo,Core 5,Core Series 2,16,512GB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 14IRH10R Series 2,92500,Lenovo,Core 5,Core Series 2,16,512GB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15AHP10,93000,Lenovo,Ryzen 5,Ryzen,24,512GB SSD,AMD Radeon 760M Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15AMN8,54000,Lenovo,Ryzen 3,Ryzen,8,256GB SSD,AMD Radeon 610M Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15ARP10,71000,Lenovo,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15ARP10,71000,Lenovo,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15ARP10,73000,Lenovo,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15ARP10,73000,Lenovo,Ryzen 5,Ryzen,8,512GB SSD,AMD Radeon 660M Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15ARP10,80000,Lenovo,Ryzen 5,Ryzen,16,512GB SSD,AMD Radeon 660M Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15ARP10,80000,Lenovo,Ryzen 5,Ryzen,16,512GB SSD,AMD Radeon 660M Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15ARP10,89500,Lenovo,Ryzen 7,Ryzen,16,512GB SSD,AMD Radeon 680M Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15IAN8,55500,Lenovo,Core i3,13th Standard (Intel),8,512GB SSD,Intel UHD Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15IRH10,85000,Lenovo,Core i5,13th (Intel),24,512GB SSD,Intel UHD Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15IRH10,83500,Lenovo,Core i5,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15IRH10,91000,Lenovo,Core i5,13th (Intel),16,1TB SSD,Intel UHD Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15IRH10,95500,Lenovo,Core i7,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15IRH10R,96000,Lenovo,Core 5,Core Series 2,24,512GB SSD,Intel Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15IRH10R Series 2,84500,Lenovo,Core 5,Core Series 2,16,512GB SSD,Intel Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15IRH10R Series 2,107000,Lenovo,Core 7,Core Series 2,24,512GB SSD,Intel Graphics,Shared,15.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15IRH8,74100,Lenovo,Core i5,13th (Intel),8,512GB SSD,Intel UHD Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15ITL6,73500,Lenovo,Core i7,11th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 3 15ITL6,73500,Lenovo,Core i7,11th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 13ARP10,98000,Lenovo,Ryzen 7,Ryzen,16,512GB SSD,AMD Radeon 680M Graphics,Shared,13.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 13ARP10,110000,Lenovo,Ryzen 7,Ryzen,16,512GB SSD,AMD Radeon 680M Graphics,Shared,13.3,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 14AKP10,98000,Lenovo,Ryzen AI 5,Ryzen,16,512GB SSD,AMD Radeon 820M Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 14IRH10,111000,Lenovo,Core i5,13th (Intel),16,1TB SSD,Intel UHD Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 14IRH10,121000,Lenovo,Core i7,13th (Intel),16,1TB SSD,Intel UHD Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 14IRH10,101000,Lenovo,Core i5,13th (Intel),16,512GB SSD,Intel UHD Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 14IRH10R,123000,Lenovo,Core 5,Core Series 2,32,1TB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 14IRH10R Series 2,120000,Lenovo,Core 7,Core Series 2,16,1TB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 14Q8X9,117500,Lenovo,Snapdragon X Plus,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 15ARP10,173000,Lenovo,Ryzen 7,Ryzen,32,1TB SSD,AMD Radeon 680M Graphics,Shared,15.1,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo IdeaPad Slim 5 16AHP10,162000,Lenovo,Ryzen 7,Ryzen,32,1TB SSD,AMD Radeon 780M Graphics,Shared,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Legion 5 15AKP10,240000,Lenovo,Ryzen AI 7,Ryzen,32,512GB SSD,Nvidia RTX 5060 Graphics,8GB,15.1,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Legion 5 15AKP10 AMD,270000,Lenovo,Ryzen AI 7,Ryzen,32,512GB SSD,NVIDIA Geforce RTX 5070 Graphics,8GB,15.1,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Legion 5 Gaming 15IRX10,197500,Lenovo,Core i7,14th (Intel),24,512GB SSD,Nvidia RTX 5050 Graphics,8GB,15.1,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Legion 5 Gaming 15IRX10,243500,Lenovo,Core i7,14th (Intel),24,512GB SSD,Nvidia RTX 5070 Graphics,8GB,15.1,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Legion 5 Gaming 15IRX10,272500,Lenovo,Core i9,14th (Intel),24,512GB SSD,Nvidia RTX 5070 Graphics,8GB,15.1,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Legion 5 Gaming 15IRX10,200500,Lenovo,Core i7,14th (Intel),24,512GB SSD,Nvidia RTX 5050 Graphics,8GB,15.1,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Legion Pro 5 16ADR10,235000,Lenovo,Ryzen 7,Ryzen,32,1TB SSD,NVIDIA GeForce RTX 5060 Graphics,8GB,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Legion Pro 5 16ADR10,240000,Lenovo,Ryzen 7,Ryzen,24,1TB SSD,NVIDIA GeForce RTX 5060 Graphics,8GB,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ 15AHP10,165000,Lenovo,Ryzen 7,Ryzen,16,512GB SSD,Nvidia RTX 5050 Graphics,8GB,16.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ 15AHP10,168000,Lenovo,Ryzen 5,Ryzen,16,1TB SSD,Nvidia RTX 5050 Graphics,8GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ 15AHP10,172000,Lenovo,Ryzen 7,Ryzen,16,1TB SSD,Nvidia RTX 5050 Graphics,8GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ 15AHP9,138000,Lenovo,Ryzen 5,Ryzen,16,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ 15AHP9,142000,Lenovo,Ryzen 5,Ryzen,16,512GB SSD,Nvidia RTX 4050 Graphics,6GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ Gaming 15IAX9,107000,Lenovo,Core i5,12th (Intel),16,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ Gaming 15IAX9E,121500,Lenovo,Core i5,12th (Intel),16,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ Gaming 15IAX9E,96000,Lenovo,Core i5,12th (Intel),12,512GB SSD,Nvidia RTX 2050 Graphics,4GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ Gaming 15IRX9,135500,Lenovo,Core i5,13th (Intel),24,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo LOQ Gaming 15IRX9,145000,Lenovo,Core i7,13th (Intel),24,512GB SSD,Nvidia RTX 3050 Graphics,6GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo ThinkPad E14,98000,Lenovo,Core Ultra 5,Ultra,8,512GB SSD,Intel Arc Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo ThinkPad E14,98000,Lenovo,Core Ultra 5,Ultra,8,512GB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo ThinkPad E14 Gen 7 Series 2,110000,Lenovo,Core Ultra 5,Ultra,8,512GB SSD,Intel Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga 7 2 in 1 14ILL10 Series 2,178000,Lenovo,Core Ultra 5,Ultra,32,1TB SSD,Intel Arc 130V Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga 7 2 in 1 14IML9,159000,Lenovo,Core Ultra 5,Ultra,16,1TB SSD,Intel Arc Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga 7 2 in 1 14IML9 I,165000,Lenovo,Core Ultra 7,Ultra,16,1TB SSD,Intel Arc graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga 7 2 in 1 14IML9 Series 1,142500,Lenovo,Core Ultra 5,Ultra,16,512GB SSD,Intel Arc Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga Slim 7 14ILL10 Series 2,164000,Lenovo,Core Ultra 7,Ultra,16,512GB SSD,Intel Arc 140V Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga Slim 7 14ILL10 Series 2,189000,Lenovo,Core Ultra 7,Ultra,32,1TB SSD,Intel Arc 140V Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga Slim 7 14ILL10 Series 2,173000,Lenovo,Core Ultra 5,Ultra,32,1TB SSD,Intel Arc 130V Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga Slim 7 14IMH9,142500,Lenovo,Core Ultra 5,Ultra,16,512GB SSD,Intel Arc Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga Slim 7 14IMH9 Series 1,159000,Lenovo,Core Ultra 5,Ultra,16,512GB SSD,Intel Arc graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga Slim 7 14IMH9 Series 1,197000,Lenovo,Core Ultra 9,Ultra,32,1TB SSD,Intel Arc Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga Slim 7 14Q8X9,208000,Lenovo,Snapdragon X Elite,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,14.5,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Lenovo Yoga Slim 9 14ILL10 Series 2,277000,Lenovo,Core Ultra 7,Ultra,32,1TB SSD,Intel Arc 140V Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Microsoft Surface Laptop 1st Edition Copilot+pc,184000,Microsoft,Snapdragon X Plus,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,13.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Microsoft Surface Laptop 5,130000,Microsoft,Core i5,12th (Intel),8,256GB SSD,Intel Iris Xe Graphics,Shared,13.5,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Microsoft Surface Laptop 7,184000,Microsoft,Snapdragon X Plus,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,13.8,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Microsoft Surface Laptop 7,179000,Microsoft,Core Ultra 5,Ultra,16,256GB SSD,Intel Arc 130V Graphics,Shared,13.8,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Microsoft Surface Laptop 7 Copilot+ PC,184000,Microsoft,Snapdragon X Plus,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,13.8,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
Microsoft Surface Laptop 7 Copilot+ PC,199000,Microsoft,Snapdragon X Elite,Snapdragon X Series,16,512GB SSD,Qualcomm Adreno Graphics,Shared,13.8,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Cyborg 15 A13UC,98900,MSI,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 3050 Graphics,4GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Cyborg 15 A13VE,115900,MSI,Core i5,13th (Intel),8,512GB SSD,Nvidia RTX 4050 Graphics,6GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Cyborg 15 B2RWEKG Series 2,159900,MSI,Core 5,Core Series 2,16,512GB SSD,Nvidia RTX 5050 Graphics,8GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Katana 15 HX B14WFK,188900,MSI,Core i7,14th (Intel),16,512GB SSD,Nvidia RTX 5060 Graphics,8GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Katana 15 HX B14WGK,221900,MSI,Core i7,14th (Intel),16,512GB SSD,Nvidia RTX 5070 Graphics,8GB,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Modern 14 F13MG,68500,MSI,Core i5,13th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,14.0,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Modern 15 F13MG,69000,MSI,Core i5,13th (Intel),8,512GB SSD,Intel Iris Xe Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
MSI Modern 15 F1MG Series 1,79400,MSI,Core 5,Core Series 1,8,512GB SSD,Intel Graphics,Shared,15.6,https://www.ryans.com/category/laptop-all-laptop?limit=100&sort=D&osp=1&st=0,Ryans
