url,name,price_bdt,category,image_url,processor,generation,ram,storage,graphics_memory,gpu,display_inch,color,processor,camera_front,camera_rear,battery_mah,network,display_type,processor,storage,os
https://www.ryans.com/dell-15-dc15250-13th-gen-intel-core-i5-1334u-laptop,Dell 15 DC15250 13th Gen Intel Core i5 1334U,74500,laptop,https://www.ryans.com/storage/products/small/dell-15-dc15250-13th-gen-intel-core-i5-1334u-8gb-11766143460.webp,Core i5,13th (Intel),8GB,512GB,Shared,Intel Iris Xe Graphics,15.6,Carbon Black,,,,,,,,,
https://www.ryans.com/acer-aspire-lite-al15-53-13th-gen-intel-core-i5-1334u-16gb-ram-laptop,Acer Aspire Lite AL15-53 13th Gen Intel Core,74500,laptop,https://www.ryans.com/storage/products/small/acer-aspire-lite-al15-53-13th-gen-intel-core-i5-11777282594.webp,Core i5,13th (Intel),16GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Silver,,,,,,,,,
https://www.ryans.com/asus-vivobook-s15-s513ea-intel-core-i5-1135g7-laptop,ASUS VivoBook S15 S513EA Intel Core i5 1135G7,76500,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-s15-s513ea-intel-core-i5-1135g7-11710216781.webp,Core i5,11th (Intel),16GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Hearty Gold,,,,,,,,,
https://www.ryans.com/acer-aspire-lite-al15-52h-13th-gen-intel-core-i5-13420h-laptop,Acer Aspire Lite AL15-52H 13th Gen Intel Core,77000,laptop,https://www.ryans.com/storage/products/small/acer-aspire-lite-al15-52h-13th-gen-intel-core-i5-11764329059.webp,Core i5,13th (Intel),16GB,512GB SSD,Shared,Intel UHD Graphics,15.6,Silver,,,,,,,,,
https://www.ryans.com/asus-vivobook-go-15-l1504fa-amd-ryzen-5-7520u-16gb-ram-512gb-ssd-laptop,ASUS VivoBook Go 15 L1504FA AMD Ryzen 5 7520U,79000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-go-15-l1504fa-amd-ryzen-5-7520u-11759322590.webp,Ryzen 5,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 610M Graphics,15.6,Green Gray,,,,,,,,,
https://www.ryans.com/asus-vivobook-go-15-l1504fa-amd-ryzen-5-7520u-512gb-ssd-laptop,ASUS VivoBook Go 15 L1504FA AMD Ryzen 5 7520U,79000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-go-15-l1504fa-amd-ryzen-5-7520u-11762606542.webp,Ryzen 5,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 610M Graphics,15.6,Mixed Black,,,,,,,,,
https://www.ryans.com/asus-vivobook-go-15-l1504fa-amd-ryzen-5-7520u-15.6-inch-laptop,ASUS VivoBook Go 15 L1504FA AMD Ryzen 5 7520U,79000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-go-15-l1504fa-amd-ryzen-5-7520u-11762606654.webp,Ryzen 5,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 610M Graphics,15.6,Cool Silver,,,,,,,,,
https://www.ryans.com/asus-vivobook-go-14-l1404fa-amd-ryzen-5-7520u-laptop,ASUS VivoBook Go 14 L1404FA AMD Ryzen 5 7520U,79000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-go-14-l1404fa-amd-ryzen-5-7520u-11764158795.webp,Ryzen 5,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 610M Graphics,14,Mixed Black,,,,,,,,,
https://www.ryans.com/asus-vivobook-go-14-l1404fa-amd-ryzen-5-7520u-16gb-ram-laptop,Asus VivoBook Go 14 L1404FA AMD Ryzen 5 7520U,79000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-go-14-l1404fa-amd-ryzen-5-7520u-11764158691.webp,Ryzen 5,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 610M Graphics,14,Cool Silver,,,,,,,,,
https://www.ryans.com/msi-modern-15-f1mg-intel-core-5-120u-laptop,MSI Modern 15 F1MG Series 1 Intel Core 5 120U,79400,laptop,https://www.ryans.com/storage/products/small/msi-modern-15-f1mg-series-1-intel-core-5-120u-8gb-11734610608.webp,Core 5,Core Series 1,8GB,512GB SSD,Shared,Intel Graphics,15.6,Urban Silver,,,,,,,,,
https://www.ryans.com/hp-15-fd0812tu-intel-core-i5-1334u-laptop,HP 15-fd0812TU Intel Core i5 1334U 8GB RAM 51,79500,laptop,https://www.ryans.com/storage/products/small/hp-15-fd0812tu-intel-core-i5-1334u-8gb-ram-512gb-11761483581.webp,Core i5,13th (Intel),8GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Silver,,,,,,,,,
https://www.ryans.com/hp-15-fd0811tu-13th-gen-intel-core-i5-1334u-laptop,HP 15-fd0811TU 13th Gen Intel Core i5 1334U 8,79500,laptop,https://www.ryans.com/storage/products/small/hp-15-fd0811tu-13th-gen-intel-core-i5-1334u-8gb-11764157655.webp,Core i5,13th (Intel),8GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Moonlight Blue,,,,,,,,,
https://www.ryans.com/asus-vivobook-15-x1504va-intel-core-5-120u-8gb-ram-laptop,ASUS VivoBook 15 X1504VA Intel Core 5 120U 8G,80000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-15-x1504va-intel-core-5-120u-8gb-11764158527.webp,Core 5,Core Series 1,8GB,512GB SSD,Shared,Intel Graphics,15.6,Quiet Blue,,,,,,,,,
https://www.ryans.com/asus-vivobook-15-x1504va-intel-core-5-120u-laptop,ASUS VivoBook 15 X1504VA Intel Core 5 120U 8G,80000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-15-x1504va-intel-core-5-120u-8gb-11764158405.webp,Core 5,Core Series 1,8GB,512GB SSD,Shared,Intel Graphics,15.6,Cool Silver,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-15arp10-amd-ryzen-5-7535hs-laptop,Lenovo IdeaPad Slim 3 15ARP10 AMD Ryzen 5 753,80000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-15arp10-amd-ryzen-5-7535hs-11768390150.webp,Ryzen 5,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 660M Graphics,15.3,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-15arp10-amd-ryzen-5-7535hs-16gb-ram-laptop,Lenovo IdeaPad Slim 3 15ARP10 AMD Ryzen 5 753,80000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-15arp10-amd-ryzen-5-7535hs-41768393794.webp,Ryzen 5,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 660M Graphics,15.3,Cosmic Blue,,,,,,,,,
https://www.ryans.com/hp-14-ep0426tu-13th-gen-intel-core-i5-1334u-laptop,HP 14-ep0426TU 13th Gen Intel Core i5 1334U 8,80500,laptop,https://www.ryans.com/storage/products/small/hp-14-ep0426tu-13th-gen-intel-core-i5-1334u-8gb-11764157755.webp,Core i5,13th (Intel),8GB,512GB SSD,Shared,Intel Iris Xe Graphics,14,Silver,,,,,,,,,
https://www.ryans.com/asus-expertbook-b5-b5302cea-intel-core-i5-1135g7-8gb-ram-512gb-ssd-13.3-inch-fhd-led-display-star-black-laptop,ASUS ExpertBook B5 B5302CEA Intel Core i5 113,82500,laptop,https://www.ryans.com/storage/products/small/asus-expertbook-b5-b5302cea-intel-core-i5-1135g7-11704362256.webp,Core i5,11th (Intel),8GB,512GB SSD,Shared,Intel Iris Xe Graphics,13.3,Star Black,,,,,,,,,
https://www.ryans.com/acer-travellite-tl14-52m-i5-13th-gen-intel-core-i5-1335u-laptop,Acer TravelLite TL14-52M-i5 13th Gen Intel Co,83000,laptop,https://www.ryans.com/storage/products/small/acer-travellite-tl14-52m-i5-13th-gen-intel-core-11730721689.webp,Core i5,13th (Intel),8GB,512GB SSD,Shared,Intel Iris Xe Graphics,14,Silver,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-14irh10-13th-gen-intel-core-i5-13420h-16gb-ram-laptop,Lenovo IdeaPad Slim 3 14IRH10 13th Gen Intel,83500,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-14irh10-13th-gen-intel-core-11752749462.webp,Core i5,13th (Intel),16GB,512GB SSD,Shared,Intel UHD Graphics,14,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-15irh10-intel-core-i5-laptop,Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5 1,83500,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-15irh10-intel-core-i5-16gb-11752833472.webp,Core i5,13th (Intel),16GB,512GB SSD,Shared,Intel UHD Graphics,15.3,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3i-15irh10r-series-2-intel-core-5-210h-laptop,Lenovo IdeaPad Slim 3 15IRH10R Series 2 Intel,84500,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3i-15irh10r-series-2-intel-11750999048.webp,Core 5,Core Series 2,16GB,512GB SSD,Shared,Intel Graphics,15.3,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-14irh10r-laptop,Lenovo IdeaPad Slim 3 14IRH10R Intel Core 5 2,84500,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-14irh10r-intel-core-5-210h-11752750049.webp,Core 5,Core Series 2,16GB,512GB SSD,Shared,Intel Graphics,14,Luna Gray,,,,,,,,,
https://www.ryans.com/asus-vivobook-14-x1404va-series-1-intel-core-5-120u-laptop,ASUS VivoBook 14 X1404VA Series 1 Intel Core,84900,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-14-x1404va-series-1-intel-core-5-11762680077.webp,Core 5,Core Series 1,8GB,512GB SSD,Shared,Intel Graphics,14,Cool Silver,,,,,,,,,
https://www.ryans.com/asus-vivobook-15-a1504va-series-1-intel-core-5-120u-laptop,Asus VivoBook 15 A1504VA Series 1 Intel Core,84900,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-15-a1504va-series-1-intel-core-5-11765540509.webp,Core 5,Core Series 1,16GB,512GB,Shared,Intel Graphics,15.6,Cool Silver,,,,,,,,,
https://www.ryans.com/asus-vivobook-14-a1404va-series-1-intel-core-5-120u-laptop,Asus VivoBook 14 A1404VA Series 1 Intel Core,84900,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-14-a1404va-series-1-intel-core-5-11776580729.webp,Core 5,Core Series 1,16GB,512GB SSD,Shared,Intel Graphics,14,Quiet Blue,,,,,,,,,
https://www.ryans.com/asus-vivobook-14-a1404va-series-1-intel-core-5-120u-laptop,Asus VivoBook 14 A1404VA Series 1 Intel Core,84900,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-15-a1504va-series-1-intel-core-3-11776581514.webp,Core 5,Core Series 1,16GB,512GB SSD,Shared,Intel Graphics,14,Cool Silver,,,,,,,,,
https://www.ryans.com/asus-vivobook-15-a1504va-series-1-intel-core-5-120u-quiet-blue-laptop,Asus VivoBook 15 A1504VA Series 1 Intel Core,84900,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-15-a1504va-series-1-intel-core-5-11776579514.webp,Core 5,Core Series 1,16GB,512GB SSD,Shared,Intel Graphics,15.6,Quiet Blue,,,,,,,,,
https://www.ryans.com/asus-vivobook-15-a1504va-series-1-intel-core-5-120u-cool-silver-laptop,Asus VivoBook 15 A1504VA Series 1 Intel Core,84900,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-15-a1504va-series-1-intel-core-5-11776580866.webp,Core 5,Core Series 1,16GB,512GB SSD,Shared,Intel Graphics,15.6,Cool Silver,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3i-14irh10-intel-core-i5-13420h-laptop,Lenovo IdeaPad Slim 3 14IRH10 Intel Core i5 1,85500,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3i-14irh10-intel-core-i5-11750998910.webp,Core i5,13th (Intel),16GB,512GB SSD,Shared,Intel UHD Graphics,14,Luna Gray,,,,,,,,,
https://www.ryans.com/dell-latitude-14-3440-12th-gen-intel-core-i5-1235u-black-laptop,Dell Latitude 14 3440 12th Gen Intel Core i5,85500,laptop,https://www.ryans.com/storage/products/small/dell-latitude-14-3440-12th-gen-intel-core-i5-11766653367.webp,Core i5,12th (Intel),8GB,512GB SSD,Shared,Intel Iris Xe Graphics,14,Black,,,,,,,,,
https://www.ryans.com/asus-expertbook-b1-b1403cva-series-1-intel-core-5-120u-laptop,ASUS ExpertBook B1 B1403CVA Series 1 Intel Co,87000,laptop,https://www.ryans.com/storage/products/small/asus-expertbook-b1-b1403cva-series-1-intel-core-5-11763288307.webp,Core 5,Core Series 1,8GB,512GB SSD,Shared,Intel Graphics,14,Gentle Grey,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-15irh10-intel-core-i5-13420h-luna-grey-laptop,Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5 1,88000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-15irh10-intel-core-i5-11752836393.webp,Core i5,13th (Intel),24GB,512GB SSD,Shared,Intel UHD Graphics,15.3,Luna Gray,,,,,,,,,
https://www.ryans.com/msi-modern-a15-ai-f2hmg-laptop,"MSI Modern A15 AI F2HMG 16GB RAM DDR5, 512GB",89000,laptop,https://www.ryans.com/storage/products/small/msi-modern-a15-ai-f2hmg-16gb-ram-ddr5-512gb-nvme-11772360985.webp,Ryzen 7,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 780M Graphics,15.6,Platinum Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-15arp10-amd-ryzen-7-7735hs-luna-grey-laptop,Lenovo IdeaPad Slim 3 15ARP10 AMD Ryzen 7 773,89500,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-15arp10-amd-ryzen-7-7735hs-11771740607.webp,Ryzen 7,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 680M Graphics,15.3,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-14irh10-intel-core-i5-laptop,Lenovo IdeaPad Slim 3 14IRH10 Intel Core i5 1,91000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-14irh10-intel-core-i5-11752749550.webp,Core i5,13th (Intel),16GB,1TB SSD,Shared,Intel UHD Graphics,14,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-15irh10-intel-core-i5-13420h-laptop,Lenovo IdeaPad Slim 3 15IRH10 Intel Core i5 1,91000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-15irh10-intel-core-i5-11752833562.webp,Core i5,13th (Intel),16GB,1TB SSD,Shared,Intel UHD Graphics,15.3,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-14irh10r-series-2-laptop,Lenovo IdeaPad Slim 3 14IRH10R Series 2 Intel,92500,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-14irh10r-series-2-intel-11752749717.webp,Core 5,Core Series 2,16GB,512GB SSD,Shared,Intel Graphics,14,Luna Gray,,,,,,,,,
https://www.ryans.com/asus-vivobook-pro-15-k3500pa-11th-gen-intel-core-i7-11370h-15.6-inch-fhd-display-quiet-blue-laptop,ASUS VivoBook Pro 15 K3500PA Intel Core i7 11,93000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-pro-15-k3500pa-11th-gen-intel-core-11664192948.webp,Core i7,11th (Intel),8GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Quiet Blue,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-14ahp10-amd-ryzen-5-8640hs-win-11-laptop,Lenovo IdeaPad Slim 3 14AHP10 AMD Ryzen 5 864,93000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-14ahp10-amd-ryzen-5-8640hs-11757223423.webp,Ryzen 5,Ryzen,24GB,512GB SSD,Shared,AMD Radeon 760M Graphics,14,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-15ahp10-amd-ryzen-5-8640hs-laptop,Lenovo IdeaPad Slim 3 15AHP10 AMD Ryzen 5 864,93000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-15ahp10-amd-ryzen-5-8640hs-11763980993.webp,Ryzen 5,Ryzen,24GB,512GB SSD,Shared,AMD Radeon 760M Graphics,15.3,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3i-14irh10-13th-gen-intel-core-i7-13620h-laptop,Lenovo IdeaPad Slim 3 14IRH10 13th Gen Intel,95500,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3i-14irh10-13th-gen-intel-11748949941.webp,Core i7,13th (Intel),16GB,512GB SSD,Shared,Intel UHD Graphics,14,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-15irh10-13th-gen-intel-core-i7-13620h-luna-grey-laptop,Lenovo IdeaPad Slim 3 15IRH10 13th Gen Intel,95500,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-15irh10-13th-gen-intel-core-11753532402.webp,Core i7,13th (Intel),16GB,512GB SSD,Shared,Intel UHD Graphics,15.3,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-loq-gaming-15iax9e-12th-gen-intel-core-i5-12450hx-12gb-ram-gaming-laptop,Lenovo LOQ Gaming 15IAX9E 12th Gen Intel Core,96000,laptop,https://www.ryans.com/storage/products/small/lenovo-loq-gaming-15iax9e-12th-gen-intel-core-i5-11742640851.webp,Core i5,12th (Intel),12GB,512GB SSD,4GB,Nvidia RTX 2050 Graphics,15.6,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-3-15irh10r-intel-core-5-210h-24gb-ram-laptop,Lenovo IdeaPad Slim 3 15IRH10R Intel Core 5 2,96000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-3-15irh10r-intel-core-5-210h-11762848817.webp,Core 5,Core Series 2,24GB,512GB SSD,Shared,Intel Graphics,15.3,Luna Gray,,,,,,,,,
https://www.ryans.com/asus-vivobook-15-x1504va-intel-core-i7-1355u-laptop,ASUS VivoBook 15 X1504VA Intel Core i7 1355U,96500,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-15-x1504va-intel-core-i7-1355u-16gb-11747048572.webp,Core i7,13th (Intel),16GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Cool Silver,,,,,,,,,
https://www.ryans.com/asus-vivobook-15-x1504va-intel-core-i7-1355u-free-dos-laptop,ASUS VivoBook 15 X1504VA Intel Core i7 1355U,96500,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-15-x1504va-intel-core-i7-1355u-16gb-11747048783.webp,Core i7,13th (Intel),16GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Quiet Blue,,,,,,,,,
https://www.ryans.com/hp-probook-440-g11-series-1-intel-core-ultra-5-125u-laptop,HP ProBook 440 G11 Series 1 Intel Core Ultra,96500,laptop,https://www.ryans.com/storage/products/small/hp-probook-440-g11-series-1-intel-core-ultra-5-11747809993.webp,Core Ultra 5,Ultra,8GB,512GB SSD,Shared,Intel Graphics,14,Silver,,,,,,,,,
https://www.ryans.com/dell-inspiron-15-3530-13th-gen-intel-core-i7-1355u-laptop,Dell Inspiron 15 3530 13th Gen Intel Core i7,96900,laptop,https://www.ryans.com/storage/products/small/dell-inspiron-15-3530-13th-gen-intel-core-i7-11740642316.webp,Core i7,13th (Intel),16GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Carbon Black,,,,,,,,,
https://www.ryans.com/dell-pro-14-pc14250-series-2-intel-core-ultra-5-225u-laptop,Dell Pro 14 PC14250 Series 2 Intel Core Ultra,97500,laptop,https://www.ryans.com/storage/products/small/dell-pro-14-pc14250-series-2-intel-core-ultra-5-11767867003.webp,Core Ultra 5,Ultra,8GB,512GB SSD,Shared,Intel Graphics,14,Magnetite,,,,,,,,,
https://www.ryans.com/dell-15-dc15250-intel-core-i7-1355u-laptop,Dell 15 DC15250 Intel Core i7 1355U 16GB RAM,97500,laptop,https://www.ryans.com/storage/products/small/dell-15-dc15250-intel-core-i7-1355u-16gb-ram-11769848107.webp,Core i7,13th (Intel),16GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Carbon Black,,,,,,,,,
https://www.ryans.com/asus-vivobook-14-f1407qa-qualcomm-snapdragon-x-x1-26-100-laptop,ASUS VivoBook 14 F1407QA Qualcomm Snapdragon,98000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-14-f1407qa-qualcomm-snapdragon-x-11745238475.webp,Snapdragon X,Snapdragon X Series,16GB,1TB SSD,Shared,Qualcomm Adreno Graphics,14,Quiet Blue,,,,,,,,,
https://www.ryans.com/asus-vivobook-14-f1407qa-qualcomm-snapdragon-x-x1-26-100-16gb-ram-laptop,ASUS VivoBook 14 F1407QA Qualcomm Snapdragon,98000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-14-f1407qa-qualcomm-snapdragon-x-11745307059.webp,Snapdragon X,Snapdragon X Series,16GB,1TB SSD,Shared,Qualcomm Adreno Graphics,14,Platinum Gold,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-5-13arp10-amd-ryzen-7-7735hs-laptop,Lenovo IdeaPad Slim 5 13ARP10 AMD Ryzen 7 773,98000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-5-13arp10-amd-ryzen-7-7735hs-11748177870.webp,Ryzen 7,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 680M Graphics,13.3,Cloud Gray,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-5-14akp10-amd-ryzen-ai-5-330-laptop,Lenovo IdeaPad Slim 5 14AKP10 AMD Ryzen AI 5,98000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-5-14akp10-amd-ryzen-ai-5-330-11768393102.webp,Ryzen AI 5,Ryzen,16GB,512GB SSD,Shared,AMD Radeon 820M Graphics,14,Luna Gray,,,,,,,,,
https://www.ryans.com/lenovo-thinkpad-e14-gen-6-intel-core-ultra-5-laptop,Lenovo ThinkPad E14 Gen 6 Intel Core Ultra 5,98000,laptop,https://www.ryans.com/storage/products/small/lenovo-thinkpad-e14-gen-6-intel-core-ultra-5-125u-11772683774.webp,Core Ultra 5,Ultra,8GB,512GB SSD,Shared,Intel Graphics,14,Black,,,,,,,,,
https://www.ryans.com/msi-cyborg-15-a13uc-intel-core-i5-13420h-gaming-laptop,MSI Cyborg 15 A13UC Intel Core i5 13420H 8GB,98900,laptop,https://www.ryans.com/storage/products/small/msi-cyborg-15-a13uc-intel-core-i5-13420h-8gb-ram-11767617328.webp,Core i5,13th (Intel),8GB,512GB SSD,4GB,Nvidia RTX 3050 Graphics,15.6,Translucent Black,,,,,,,,,
https://www.ryans.com/asus-vivobook-15-x1504va-intel-core-i7-1355u-15.6-inch-fhd-display-quiet-blue-laptop,ASUS Vivobook 15 X1504VA Intel Core i7 1355U,99500,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-15-x1504va-intel-core-i7-1355u-156-11695472676.webp,Core i7,13th (Intel),16GB,512GB SSD,Shared,Intel Iris Xe Graphics,15.6,Quiet Blue,,,,,,,,,
https://www.ryans.com/apple-macbook-neo-early-2026-apple-a18-pro-chip-laptop,Apple MacBook Neo (Early 2026) Apple A18 Pro,99900,laptop,https://www.ryans.com/storage/products/small/apple-macbook-neo-early-2026-apple-a18-pro-chip-11773465566.webp,Apple A18,A Series,8GB,512GB SSD,Shared,Apple 5-core GPU,13,Citrus,,,,,,,,,
https://www.ryans.com/apple-macbook-neo-early-2026-blush-laptop,Apple MacBook Neo (Early 2026) Apple A18 Pro,99900,laptop,https://www.ryans.com/storage/products/small/apple-macbook-neo-early-2026-apple-a18-pro-chip-11773475315.webp,Apple A18,A Series,8GB,512GB SSD,Shared,Apple 5-core GPU,13,Blush,,,,,,,,,
https://www.ryans.com/apple-macbook-neo-early-2026-apple-a18-pro-chip-silver-laptop,Apple MacBook Neo (Early 2026) Apple A18 Pro,99900,laptop,https://www.ryans.com/storage/products/small/apple-macbook-neo-early-2026-apple-a18-pro-chip-11773475902.webp,Apple A18,A Series,8GB,512GB SSD,Shared,Apple 5-core GPU,13,Silver,,,,,,,,,
https://www.ryans.com/lenovo-ideapad-slim-5i-14irh10-13th-gen-intel-core-i5-13420h-laptop,Lenovo IdeaPad Slim 5 14IRH10 13th Gen Intel,101000,laptop,https://www.ryans.com/storage/products/small/lenovo-ideapad-slim-5i-14irh10-13th-gen-intel-11748950200.webp,Core i5,13th (Intel),16GB,512GB SSD,Shared,Intel UHD Graphics,14,Luna Gray,,,,,,,,,
https://www.ryans.com/msi-modern-15-f1mg-series-1-intel-core-7-150u-8gb-ram-laptop,MSI Modern 15 F1MG Series 1 Intel Core 7 150U,102900,laptop,https://www.ryans.com/storage/products/small/msi-modern-15-f1mg-series-1-intel-core-7-150u-8gb-11734611164.webp,Core 7,Core Series 1,8GB,1TB SSD,Shared,Intel Graphics,15.6,Urban Silver,,,,,,,,,
https://www.ryans.com/asus-vivobook-16x-k3605vc-intel-core-i5-13420h-laptop,Asus VivoBook 16X K3605VC Intel Core i5 13420,103000,laptop,https://www.ryans.com/storage/products/small/asus-vivobook-16x-k3605vc-intel-core-i5-13420h-11764158273.webp,Core i5,13th (Intel),8GB,512GB SSD,4GB,Nvidia RTX 3050 Graphics,16,Indie Black,,,,,,,,,
https://www.ryans.com/acer-aspire-go-14-ag14-71m-series-1-intel-core-ultra-5-125h-laptop,Acer Aspire Go 14 AG14-71M Series 1 Intel Cor,104000,laptop,https://www.ryans.com/storage/products/small/acer-aspire-go-14-ag14-71m-series-1-intel-core-11764329121.webp,Core Ultra 5,Ultra,16GB,1TB SSD,Shared,Intel Arc Graphics,14,Steel Gray,,,,,,,,,
https://www.ryans.com/msi-thin-15-b13ve-intel-core-i5-13420h-gaming-laptop,MSI Thin 15 B13VE Intel Core i5 13420H 8GB RA,105900,laptop,https://www.ryans.com/storage/products/small/msi-thin-15-b13ve-intel-core-i5-13420h-8gb-ram-11767772699.webp,Core i5,13th (Intel),8GB,512GB SSD,6GB,Nvidia RTX 4050 Graphics,15.6,Cosmos Gray,,,,,,,,,
https://www.ryans.com/hp-elitebook-640-g11-intel-core-ultra-5-125u-laptop,Hp EliteBook 640 G11 Series 1 Intel Core Ultr,106000,laptop,https://www.ryans.com/storage/products/small/hp-elitebook-640-g11-series-1-intel-core-ultra-5-11773910484.webp,Core Ultra 5,Ultra,8GB,512GB SSD,Shared,Intel Graphics,14,Pike Silver,,,,,,,,,
https://www.ryans.com/hp-victus-gaming-15-fb3167ax-amd-ryzen-5-8645hs-gaming-laptop,HP Victus Gaming 15-fb3167AX AMD Ryzen 5 8645,106500,laptop,https://www.ryans.com/storage/products/small/hp-victus-gaming-15-fb3167ax-amd-ryzen-5-8645hs-11768288389.webp,Ryzen 5,Ryzen,8GB,512GB SSD,4GB,Nvidia RTX 2050 Graphics,15.6,Mica Silver,,,,,,,,,
https://www.ryans.com/hp-victus-gaming-15-fb3166ax-amd-ryzen-5-8645hs-laptop,HP Victus Gaming 15-fb3166AX AMD Ryzen 5 8645,106500,laptop,https://www.ryans.com/storage/products/small/hp-victus-gaming-15-fb3166ax-amd-ryzen-5-8645hs-11768297237.webp,Ryzen 5,Ryzen,8GB,512GB SSD,4GB,Nvidia RTX 2050 Graphics,15.6,Performance Blue,,,,,,,,,
